 RODS report1f created at 11:25:31 on 16-02-2018,,,,,,,,,,,
 based on survey data up to 2017 and reconciled to Autumn 2017 counts,,,,,,,,,,,
 ,,,,,,,,,,,
 Report 1f - Analysis by average time spent on journey (minutes) by start station,,,,,,,,,,,
NLC,Station Name,Time period,Total,Total time,Average,< 15 mins,15 - 30,30 - 45,45 - 60,60 - 90,over 90
537,Canons Park         ,AM peak     ,2342,93627,39.98,73,299,1128,829,13,0
537,Canons Park         ,Midday      ,942,32246,34.22,8,247,574,91,22,0
537,Canons Park         ,PM Peak     ,702,21011,29.92,123,172,309,98,0,0
537,Canons Park         ,Evening     ,218,3345,15.35,162,16,32,8,0,0
537,Canons Park         ,Late        ,53,459,8.62,51,0,0,2,0,0
537,Canons Park         ,Total day   ,4899,177301,36.19,417,867,2236,1343,36,0
539,Chalfont & Latimer  ,Early       ,316,19534,61.74,0,2,30,96,189,0
539,Chalfont & Latimer  ,AM peak     ,1102,59781,54.23,17,88,89,450,457,0
539,Chalfont & Latimer  ,Midday      ,618,33701,54.51,34,86,149,7,313,30
539,Chalfont & Latimer  ,PM Peak     ,419,21124,50.4,23,100,40,53,203,0
539,Chalfont & Latimer  ,Evening     ,71,3606,50.95,0,33,0,0,28,9
539,Chalfont & Latimer  ,Late        ,10,369,37.04,0,5,4,0,0,1
539,Chalfont & Latimer  ,Total day   ,2537,138114,54.44,75,314,313,605,1191,40
540,Chalk Farm          ,Early       ,217,4993,23.03,0,204,13,0,0,0
540,Chalk Farm          ,AM peak     ,2431,52704,21.68,338,1801,218,69,4,0
540,Chalk Farm          ,Midday      ,2223,46153,20.76,453,1487,283,0,0,0
540,Chalk Farm          ,PM Peak     ,2173,48032,22.1,281,1558,323,12,0,0
540,Chalk Farm          ,Evening     ,925,20508,22.16,196,547,107,75,0,0
540,Chalk Farm          ,Late        ,1033,20765,20.1,228,686,96,23,0,0
540,Chalk Farm          ,Total day   ,9003,193155,21.45,1496,6282,1040,180,5,0
541,Chancery Lane       ,Early       ,149,4553,30.58,3,95,49,2,0,0
541,Chancery Lane       ,AM peak     ,1613,28577,17.71,763,639,183,27,1,0
541,Chancery Lane       ,Midday      ,8484,139910,16.49,4654,2984,771,76,0,0
541,Chancery Lane       ,PM Peak     ,14458,344219,23.81,3665,6277,3945,563,8,0
541,Chancery Lane       ,Evening     ,4935,116696,23.65,1130,2322,1317,166,0,0
541,Chancery Lane       ,Late        ,1441,36476,25.31,214,834,244,150,0,0
541,Chancery Lane       ,Total day   ,31080,670431,21.57,10429,13151,6509,984,9,0
718,Charing Cross       ,Early       ,687,12228,17.8,354,244,67,23,0,0
718,Charing Cross       ,AM peak     ,5885,87603,14.89,3654,1856,321,53,0,0
718,Charing Cross       ,Midday      ,7906,145816,18.44,3690,3229,687,262,37,0
718,Charing Cross       ,PM Peak     ,8730,189306,21.68,2678,4124,1677,181,70,0
718,Charing Cross       ,Evening     ,4326,103572,23.94,1061,2071,956,210,27,0
718,Charing Cross       ,Late        ,2940,70429,23.96,615,1733,426,109,57,0
718,Charing Cross       ,Total day   ,30473,608955,19.98,12053,13256,4134,839,191,0
543,Chesham             ,Early       ,368,19915,54.16,0,0,138,43,186,0
543,Chesham             ,AM peak     ,926,59830,64.62,0,28,49,196,654,0
